video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,publishDayName,durationSecs,tagsCount,likeRatio,commentRatio,titleLength
I7sF-lA41dg,Special1HD,LIVERPOOL VS ARSENAL | AN EPIC 8 GOAL THRILLER AT ANFIELD | 2008/9,"LIVERPOOL VS ARSENAL | AN EPIC 8 GOAL THRILLER AT ANFIELD !! 2008/9

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#liverpool#arsenal",[],2024-10-09T15:53:33Z,22505,277,0,20,PT8M14S,hd,false,Wednesday,494.0,0,0.012308375916463008,0.0008886914019106865,66
qVpxP8XDul4,Special1HD,MAN CITY VS MAN UNITED | A GAME OF EPIC COMEBACK | 2017/18,"MAN CITY VS MAN UNITED | A GAME OF EPIC COMEBACK | 2018/19
The Most Entertaining Game Under Jose Mourinho at Manchester United !!
The Day José Mourinho's Man United made an EPIC Comeback against Pep's Man City !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#mourinho","['MAN CITY VS MAN UNITED 2018', 'manchester city vs manchester united 2-3 2018', 'manchester united vs manchester city']",2024-10-06T12:31:27Z,24266,250,0,8,PT12M56S,hd,false,Sunday,776.0,3,0.010302480837385643,0.00032967938679634055,58
v79MEJGQKCk,Special1HD,Manchester United Road to PL VICTORY 2006/7 !!,"Manchester United Road to PL VICTORY 2006/7 !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#manunited#football 

Manchester United, Man United, Manchester United 2006/7, Manchester United road to victory, Manchester United 2006 PL, Ronaldo goals Manchester united, man united 2006/7, Sir Alex Ferguson , Man United Victory, Man united 2006/7 games, Ronaldo 2006/7, Ronaldo Ballon d'Or","['Manchester United', 'Man United', 'Manchester United 2006/7', 'Manchester United road to victory', 'Manchester United 2006 PL', 'Ronaldo goals Manchester united', 'man united 2006/7', 'Sir Alex Ferguson', 'Man United Victory', 'Man united 2006/7 games', 'Ronaldo 2006/7', ""Ronaldo Ballon d'Or""]",2024-09-07T16:11:33Z,479995,5889,0,212,PT32M28S,hd,false,Saturday,1948.0,12,0.012268877800810426,0.0004416712674090355,46
yGF52wQKIZk,Special1HD,Spain Road to WORLD CUP 2010 Victory !!,"SPAIN Road to WORLD CUP 2010 Victory !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#spain#spain2010","['spain', 'spain world cup 2010', 'spain world cup 2010 final', 'spain vs netherlands', 'iniesta goal vs netherlands', 'spain 2010 world cup final', 'spain 2010 team', 'spain world cup']",2024-08-24T15:04:56Z,13096,247,0,9,PT9M20S,hd,false,Saturday,560.0,8,0.018860720830788026,0.0006872327428222358,39
1rpF1jDm0zo,Special1HD,Spain Road to EURO 2024 Victory !!,"SPAIN road to EURO 2024 VICTORY !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#spain#euro#euro2024",[],2024-08-01T19:29:34Z,1107113,13211,0,520,PT14M58S,hd,false,Thursday,898.0,0,0.011932837930726132,0.0004696900858358632,34
1zP4TmUAVgo,Special1HD,Italy Road to EURO 2020 Victory !!,"Italy Road to EURO 2020 Victory !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#italy#euro#euro2020",[],2024-06-30T05:07:04Z,47227,575,0,10,PT14M24S,hd,false,Sunday,864.0,0,0.012175238740550955,0.00021174328244436444,34
TW-88ORzFJs,Special1HD,Portugal vs Wales | Euro 2016 Semi-finals 2016 |,"Portugal vs Wales | Euro 2016 Semi-finals 2016 |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#ronaldo#bale#portugal",[],2024-06-17T12:57:47Z,9902,120,0,8,PT8M45S,hd,false,Monday,525.0,0,0.012118763886083619,0.0008079175924055746,48
tVHrkRerhiI,Special1HD,Bayern Munich vs Dortmund: Extended Highlights | UCL Final 2013 |,"Bayern Munich vs Dortmund: Extended Highlights | UCL Final 2013 |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#bayern#dortmund#ucl","['bayern munich', 'dortmund vs bayern ucl final', 'dortmund', 'dortmund vs bayern munich', 'bayern munich vs dortmund', 'ucl final 2013']",2024-06-05T13:33:51Z,73196,1132,0,26,PT10M58S,hd,false,Wednesday,658.0,6,0.015465325974096946,0.00035521066724957646,65
Bj_1GpQtsgI,Special1HD,Arsenal vs Manchester United: Extended Highlights | UCL Semi-Finals 2nd Leg |,"The Day Cristiano Ronaldo Destroyed Arsenal  | UCL Semifinals 2009 

Arsenal vs Manchester United: Extended Highlights | UCL Semi-Finals 2nd Leg | 

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#ronaldo",[],2024-04-14T11:34:23Z,1267772,15615,0,522,PT10M19S,hd,false,Sunday,619.0,0,0.012316883477470713,0.00041174596063014486,77
sIIu22tJuxs,Special1HD,"Barcelona Road to UCL Victory 2014/15 | Messi, Neymar, Suarez !!","Barcelona Road to UCL Victory 2014/15 | Messi Neymar Suarez !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#barca#barcelona#messi",[],2024-04-09T09:05:56Z,2231787,31592,0,650,PT19M50S,hd,false,Tuesday,1190.0,0,0.014155472722083246,0.0002912464316711227,64
piQIDMVkvo0,Special1HD,Arsenal: Road to UCL Final 2006 | Cinematic Highlights |,"Arsenal: Road to UCL Final 2006 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#arsenal#arsenalfc#ucl","['arsenal', 'henry', 'arsenal vs barcelona 2006', 'arsenal road to final', 'arsenal ucl', 'arsenal road to final 2006', 'Arsenal 2005', 'Arsenal 2006', 'arsenal 2006 champions league final', 'arsenal vs real madrid 2006', 'arsenal vs real madrid']",2024-03-06T16:17:15Z,630564,6678,0,562,PT10M57S,hd,false,Wednesday,657.0,11,0.010590518963975108,0.00089126559714795,56
BqNmrLwqXfQ,Special1HD,The day Chelsea took Revenge and Knocked Out Barcelona | UCL Semi-finals 2012,"The day Chelsea took Revenge and Knocked Out Barcelona | UCL Semi-finals 2012

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#chelsea#barcelona#ucl",[],2024-02-28T18:25:55Z,1099764,10171,0,585,PT12M48S,hd,false,Wednesday,768.0,0,0.00924834782735205,0.0005319323054764477,77
JASSwvRpqgE,Special1HD,CHELSEA 2014/15 ● ROAD TO PL VICTORY !!,"CHELSEA 2014/15 ● ROAD TO PL VICTORY !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#chelsea#chelseafc#cfc

Chelsea, Jose Mourinho, Mourinho Chelsea, Chelsea 2014, Chelsea 2015, Chelsea Road to Victory 2015, Hazard Chelsea, Diego Costa, Hazard 2015, Chelsea 2014/15 season, Chelsea Road to PL Victory","['Chelsea', 'Jose Mourinho', 'Mourinho Chelsea', 'Chelsea 2014', 'Chelsea 2015', 'Chelsea Road to Victory 2015', 'Hazard Chelsea', 'Diego Costa', 'Hazard 2015', 'Chelsea 2014/15 season', 'Chelsea Road to PL Victory']",2024-02-22T12:00:38Z,745554,9482,0,293,PT23M26S,hd,false,Thursday,1406.0,11,0.012718059322329436,0.00039299634902367905,39
Owu9y4G1Zig,Special1HD,Manchester United Road to UCL Victory 1998/99 | Cinematic Highlights,"Manchester United Road to UCL Victory 1998/99 | Cinematic Highlights

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manchesterunited#manunited#ucl

manchester united, united, manchester united champions league, alex ferfuson man united, man united road to victory, man united road to ucl 1999, manchester united road to victory, manchester united ucl 1999","['manchester united', 'united', 'manchester united champions league', 'alex ferfuson man united', 'man united road to victory', 'man united road to ucl 1999', 'manchester united road to victory', 'manchester united ucl 1999']",2024-01-20T14:42:09Z,67199,830,0,24,PT13M49S,hd,false,Saturday,829.0,8,0.012351374276402923,0.00035714817184779533,68
L9FB6j9FMvY,Special1HD,CHELSEA 2016/17 ● ROAD TO PL VICTORY !!,"CHELSEA 2016/17 ● ROAD TO PL VICTORY !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#chelsea#chelseafc#chelsea2017

Chelsea, Antonio Conte, Conte Chelsea, Chelsea 2016, Chelsea 2017, Chelsea Road to Victory 2017, Hazard chelsea, Diego Costa, Hazard 2017, Chelssea 2016/17 season","['Chelsea', 'Antonio Conte', 'Conte Chelsea', 'Chelsea 2016', 'Chelsea 2017', 'Chelsea Road to Victory 2017', 'Hazard chelsea', 'Diego Costa', 'Hazard 2017', 'Chelssea 2016/17 season']",2024-01-09T11:46:11Z,563934,7900,0,185,PT24M46S,hd,false,Tuesday,1486.0,10,0.01400873151822731,0.0003280525735281079,39
RzN4bvuNvIY,Special1HD,Arsenal Road to PL Victory 1997/98 !!,"Arsenal Road to PL Victory 1997/98 !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#arsenal#football#soccer

Ignore Tags: Arsenal 1997, Arsenal 1998, Arsenal 1997/98, Arsenal Trophy, Arsenal goals, Arsenal, Arsenal road to PL victory, Arsenal Road to victory, Arsenal season highlights, Arsenal 1997/98 season highlights, Dennis Bergkamp, Arsene Wenger, Dennis Bergkamp goal Arsenal",[],2023-12-25T11:26:20Z,91851,1360,0,84,PT29M27S,hd,false,Monday,1767.0,0,0.014806588932074774,0.0009145246105105007,37
JsShbck9UFU,Special1HD,Manchester United Road to PL VICTORY 2002/03 !!,"Manchester United Road to PL VICTORY 2002/03 !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#manunited#football 

Manchester United, Man United, Manchester United 2002/03, Manchester United road to victory, Manchester United Season review 2002/03, David Beckham Manchester united, man united 2002/3, Sir Alex Ferguson , Man United Victory, Man united 2002/3 games, Man united 2002/03 highlights, Man united 2002, Man united 2003","['Manchester United', 'Man United', 'Manchester United 2002/03', 'Manchester United road to victory', 'Manchester United Season review 2002/03', 'David Beckham Manchester united', 'man united 2002/3', 'Sir Alex Ferguson', 'Man United Victory', 'Man united 2002/3 games', 'Man united 2002/03 highlights', 'Man united 2002', 'Man united 2003']",2023-11-11T16:10:12Z,1089612,10350,0,373,PT26M25S,hd,false,Saturday,1585.0,13,0.009498794066144647,0.00034232368953352203,47
i4h5uz457kk,Special1HD,Manchester United Road to Europa League Victory 2016/17 !!,"Manchester United Road to Europa League Victory 2016/17 !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#united#football 

Manchester United, Man United, Manchester United 2016/17, Manchester United road to victory, Manchester United 2016/17 europa league , manchester united, man united 2016/17, Man United Victory, Man United 2016/17 games","['Manchester United', 'Man United', 'Manchester United 2016/17', 'Manchester United road to victory', 'Manchester United 2016/17 europa league', 'manchester united', 'man united 2016/17', 'Man United Victory', 'Man United 2016/17 games']",2023-10-10T11:45:46Z,1205719,12795,0,243,PT12M8S,hd,false,Tuesday,728.0,9,0.010611925332519435,0.00020153949635031047,58
6ZE3vE7L1F4,Special1HD,How good were Liverpool in 2013/14 Season ?,"How Close were Liverpool of winning the title in  2013/14 ??

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#liverpool#football#highlights","['liverpool', 'luis suarez', 'suarez liverpool', 'suarez goal vs norwich', 'liverpool 2014', 'liverpool 2013-14 season highlights', 'liverpool 2013/14 season review', 'liverpoool 2013/14']",2023-10-02T20:20:43Z,499337,4307,0,716,PT26M50S,hd,false,Monday,1610.0,8,0.008625437329899446,0.0014339013531943358,43
QWqrfuW0pxQ,Special1HD,Lionel Messi : SAINTED | Official World Cup Film 2022,"Lionel Messi : SAINTED | Official World Cup Film 2022

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#messi#leomessi#argentina 

Argentina Road to Victory, Messi, Lionel Messi, Messi Argentina, messi argentina goals, lionel messi road to victory,  Argentina Road to Victory 2022, Messi vs france, Argentina vs France, Argentina vs Netherlands, Argentina vs Saudi Arabia, Argentina vs Poland, Argentina vs Croatia, Argentina vs Mexico, Argentina vs Australia","['Argentina Road to Victory', 'Messi', 'Lionel Messi', 'Messi Argentina', 'messi argentina goals', 'lionel messi road to victory', 'Argentina Road to Victory 2022', 'Messi vs france', 'Argentina vs France', 'Argentina vs Netherlands', 'Argentina vs Saudi Arabia', 'Argentina vs Poland', 'Argentina vs Croatia', 'Argentina vs Mexico', 'Argentina vs Australia', 'lionel messi world cup 2022', 'messi world cup 2022', 'lionel messi', 'world cup']",2023-08-28T08:55:52Z,3093101,63974,0,2067,PT15M40S,hd,false,Monday,940.0,19,0.020682803439008295,0.0006682613985123667,53
1yr2Hdo5Jk4,Special1HD,Lionel Messi All Goals & Assists for Inter Miami !!,"Lionel Messi All Goals & Assists for Inter Miami !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#messi#lionelmessi#intermiami

Messi goals, messi assists, Messi goals fot inter miami, Messi assists for inter miami, Messi Inter Miami, Messi Inter Miami Highlights","['Messi goals', 'messi assists', 'Messi goals fot inter miami', 'Messi assists for inter miami', 'Messi Inter Miami', 'Messi Inter Miami Highlights']",2023-08-24T12:16:01Z,105846,1464,0,111,PT4M27S,hd,false,Thursday,267.0,6,0.013831415452638739,0.001048693384728757,51
ReywPnQLk4c,Special1HD,Inter Miami Road to Leagues Cup Victory !! Lionel Messi,"Inter Miami Road to Leagues Cup Victory !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#messi#miami#intermiami

Lionel messi goal today, inter miami vs nashville, inter miami vs, messi goals for inter miami, lionel messi goal today, inter miami final, messi celebration inter miami, messi trophy inter miami, Inter Miami Road to Leagues Cup Victory, inter Miami road to victory, lionel messi goal in final, Lionel Messi inter Miami, Inter Miami Leagues Cup final , Lionel Messi","['Lionel messi goal today', 'inter miami vs nashville', 'inter miami vs', 'messi goals for inter miami', 'lionel messi goal today', 'inter miami final', 'messi celebration inter miami', 'messi trophy inter miami', 'Inter Miami Road to Leagues Cup Victory', 'inter Miami road to victory', 'lionel messi goal in final', 'Lionel Messi inter Miami', 'Inter Miami Leagues Cup final', 'Lionel Messi']",2023-08-20T07:00:04Z,6411739,70891,0,2013,PT16M24S,hd,false,Sunday,984.0,14,0.011056438822603354,0.0003139553871422402,55
C8Q_vub65Tk,Special1HD,Cristiano Ronaldo - Al Nassr Road to Arab Club Championship !!,"Cristiano Ronaldo - Al Nassr Road to Arab Club Championship !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#alnassr#ronaldo#cristiano

Al Nassr vs al hilal, ronaldo, cristiano ronaldo, ronaldo goals today, ronaldo trophy al nassr, ronaldo goals for al nassr, ronaldo and mane, mane al nassr, Al nassr trophy, Al nassr arab club champions, al nassr vs al hilal highlights, Al nassr highlights today, ronaldo goals today","['Al Nassr vs al hilal', 'ronaldo', 'cristiano ronaldo', 'ronaldo goals today', 'ronaldo trophy al nassr', 'ronaldo goals for al nassr', 'ronaldo and mane', 'mane al nassr', 'Al nassr trophy', 'Al nassr arab club champions', 'al nassr vs al hilal highlights', 'Al nassr highlights today']",2023-08-13T05:06:29Z,503551,7738,0,397,PT13M16S,hd,false,Sunday,796.0,12,0.015366864528121282,0.0007884007776769383,62
mKRQGcx953M,Special1HD,Manchester United Road to PL VICTORY 2008/09 | Cinematic Highlights |,"Manchester United Road to PL VICTORY 2008/09 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#manunited#football 

Manchester United, Man United, Manchester United 2008/09, Manchester United road to victory, Manchester United 200p PL, Ronaldo goals Manchester united, man united 2008/9, Sir Alex Ferguson , Man United Victory, Man united 2008/9 games, Ronaldo 2008/9, Ronaldo freekick, Ronaldo Ballon d'Or","['Manchester United', 'Man United', 'Manchester United 2008/09', 'Manchester United road to victory', 'Manchester United 200p PL', 'Ronaldo goals Manchester united', 'man united 2008/9', 'Sir Alex Ferguson', 'Man United Victory', 'Man united 2008/9 games', 'Ronaldo 2008/9', 'Ronaldo freekick', ""Ronaldo Ballon d'Or"", 'man utd', 'man utd goals', 'manchester united', 'man utd news']",2023-08-12T13:34:21Z,1244368,17396,0,273,PT23M26S,hd,false,Saturday,1406.0,17,0.013979787329793115,0.00021938847672071284,69
4_y7Wz0tcjI,Special1HD,Manchester City Road to PL VICTORY 2011/12 | Cinematic Highlights |,"Manchester City Road to PL VICTORY 2011/12 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#mancity#plvictory#manchestercity 

Manchester City, Man City, Aguerooooo, Man City 2011/12, Man City Road to Victory, Manchester City Road to Victory, Man City 2012, Manchester City PL Victory, Manchester City vs QPR,","['manchester city', 'man city', 'man city road to pl victory', 'manchester city road to pl victory', 'man city 2011/12', 'manchester city road to victory 2012', 'Manchester City', 'Man City', 'Aguerooooo', 'Man City 2011/12', 'Man City Road to Victory', 'Manchester City Road to Victory', 'Man City 2012', 'Manchester City PL Victory', 'Manchester City vs QPR']",2023-08-09T16:31:11Z,168497,3790,0,135,PT25M16S,hd,false,Wednesday,1516.0,15,0.022492982070897404,0.0008012012083301186,67
ufzDj4HkphE,Special1HD,Liverpool Road to UCL Victory 2004/05 | Cinematic Highlights,"Liverpool Road to UCL Victory 2004/05 | Cinematic Highlights

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#liverpool#liverpoolfc#ucl",[],2023-08-06T15:59:21Z,412536,5277,0,200,PT14M5S,hd,false,Sunday,845.0,0,0.0127916109139566,0.00048480617449143834,60
eYEKD7uIG6E,Special1HD,Borussia Dortmund Road to Victory 2011/12 | Cinematic Highlights,"Borussia Dortmund Road to Victory 2011/12 | Cinematic Highlights 

🔔 Turn notifications on and you'll never miss a video again! 📲
 Subscribe for more HD football videos! 

#dortmund#football#futbol","['borussia dortmund', 'borussia dortmund highlights', 'bvb', 'dormtund road to victory', 'borussia dortmund road to victory', 'dortmund champions', 'dortmund klopp', 'klopp dortmund', 'jurgen klopp dortmund', 'jurgen klopp']",2023-07-31T13:49:20Z,246357,3623,0,154,PT30M3S,hd,false,Monday,1803.0,10,0.014706300206610732,0.0006251090896544446,64
wgj6gUa-3gY,Special1HD,Arsenal Road to PL Victory 2001/02 | Cinematic Highlights |,"Arsenal Road to PL Victory 2001/02 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#football#soccer#arsenal

Ignore Tags: Arsenal 2001, Arsenal 2002, Arsenal 2001/2, Arsenal Trophy, Thierry Henry, Henry Arsenal goals, Arsenal, Arsenal road to PL victory, Arsenal Road to victory, Arsenal season highlights, Arsenal 2001/2 season highlights","['Arsenal 2001', 'Arsenal 2002', 'Arsenal 2001/2', 'Arsenal Trophy', 'Thierry Henry', 'Henry Arsenal goals', 'Arsenal', 'Arsenal road to PL victory', 'Arsenal Road to victory', 'Arsenal season highlights', 'Arsenal 2001/2 season highlights']",2023-07-27T18:44:58Z,229054,3146,0,172,PT20M57S,hd,false,Thursday,1257.0,11,0.013734752503776402,0.0007509146314842788,59
6eGqtHVWqBw,Special1HD,The Day Wayne Rooney Scored the Greatest Premier League Goal !!,"The Day Wayne Rooney Scored the Greatest ever Derby Goal !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#football#manunited#mancity","['man united vs man city', 'man city vs man united', 'man united vs man city 2011', 'wayne rooney bicycle kick', 'rooney bicycle kick', 'rooney bicycle kick vs manchester city']",2023-07-26T14:21:11Z,30141,428,0,11,PT10M19S,hd,false,Wednesday,619.0,6,0.014199927009720979,0.0003649513951096513,63
M3iO3o5IA4g,Special1HD,Manchester United Road to UCL VICTORY 2007/08 | Cinematic Highlights |,"Manchester United Road to UCL VICTORY 2007/08 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#united#football 

Manchester United, Man United, Manchester United 2007/08, Manchester United road to victory, Manchester United 2007/08 PL, Ronaldo goals manchester united, man united 2007/08, Sir Alex Ferguson , Man United Victory, Man united 2007/08 games, Ronaldo 2007/8, Ronaldo freekick 2008, Manchester united champions, Manchester united road to to final 2008","['Manchester United', 'Man United', 'Manchester United 2007/08', 'Manchester United road to victory', 'Manchester United 2007/08 PL', 'Ronaldo goals manchester united', 'man united 2007/08', 'Sir Alex Ferguson', 'Man United Victory', 'Man united 2007/08 games', 'Ronaldo 2007/8', 'Ronaldo freekick 2008', 'Manchester united champions', 'Manchester united road to to final 2008', 'cristiano ronaldo']",2023-07-23T17:49:42Z,1310925,14492,0,271,PT14M29S,hd,false,Sunday,869.0,15,0.0110547895569922,0.00020672425958769572,70
HGv87QeBYnc,Special1HD,Liverpool Road to PL Victory 2019/20 | Cinematic Highlights |,"Liverpool Road to PL Victory 2019/20 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#liverpool#liverpoolfc#football

Liverpool, liverpool fc, liverpool 2019/20, liverpool 2019, liverpool 2020, salah, mane, firmino, van dijk, klopp, liverpool road to victory, liverpool champions, liverpool","['Liverpool', 'liverpool fc', 'liverpool 2019/20', 'liverpool 2019', 'liverpool 2020', 'salah', 'mane', 'firmino', 'van dijk', 'klopp', 'liverpool road to victory', 'liverpool champions', 'liverpool']",2023-07-21T17:38:27Z,2458055,26718,0,555,PT30M23S,hd,false,Friday,1823.0,13,0.01086956963941002,0.00022578827568951875,61
GqQPmjhd9Uk,Special1HD,Manchester United Road to PL VICTORY 2007/08 | Cinematic Highlights |,"Manchester United Road to PL VICTORY 2007/08 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#united#football 

Manchester United, Man United, Manchester United 2007/08, Manchester United road to victory, Manchester United 2007/08 PL, Ronaldo goals manchester united, man united 2007/08, Sir Alex Ferguson , Man United Victory, Man united 2007/08 games, Ronaldo 2007/8, Ronaldo freekick 2008","['Manchester United', 'Man United', 'Manchester United 2007/08', 'Manchester United road to victory', 'Manchester United 2007/08 PL', 'Ronaldo goals manchester united', 'man united 2007/08', 'Sir Alex Ferguson', 'Man United Victory', 'Man united 2007/08 games', 'Ronaldo 2007/8', 'Ronaldo freekick 2008']",2023-07-18T18:54:15Z,2246631,27944,0,510,PT27M43S,hd,false,Tuesday,1663.0,12,0.012438179656561313,0.00022700657117256907,69
xSuPDCt9gPE,Special1HD,Manchester United Road to PL VICTORY 2012/13 | Cinematic Highlights |,"Manchester United Road to PL VICTORY 2012/13 | Cinematic Highlights |

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#manunited#united#football 

Manchester United, Man United, Manchester United 2012/13, Manchester United road to victory, Manchester United 2012/13 PL, Van persie goals manchester united, man united 2012/13, Ferguson last season, Man United Victory, Man united 2012/13 games","['Manchester United', 'Man United', 'Manchester United 2012/13', 'Manchester United road to victory', 'Manchester United 2012/13 PL', 'Van persie goals manchester united', 'man united 2012/13', 'Ferguson last season', 'Man United Victory', 'Man united 2012/13 games']",2023-07-15T15:55:54Z,3188455,32200,0,1184,PT23M5S,hd,false,Saturday,1385.0,10,0.01009893506416117,0.0003713397240983486,69
d6n2fnwz-Vo,Special1HD,The Day José Mourinho Won the Europa League with Manchester United !!,"The Day José Mourinho Won the Europa League with Manchester United !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#football#mourinho#manunited",[],2023-07-10T15:29:18Z,55463,671,0,14,PT9M28S,hd,false,Monday,568.0,0,0.012098155527108162,0.0002524205326073238,69
SAU3DgMtECg,Special1HD,Tottenham Road to Carling Cup Victory 2007/8 !!,"Tottenham Road to Carling Cup Victory 2007/8 !!

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#football#tottenham#spurs

Ignore tags: Tottenham, Spurs, tottenham trophy, Tottenham final, tottenham carling cup, Tottenham carabao cup, Tottenham carling cup final, chelsea vs tottenham carling cup final, tottenham 2008 final, tottenham trophy 2008, tottenham 2007/8","['Tottenham', 'Spurs', 'tottenham trophy', 'Tottenham final', 'tottenham carling cup', 'Tottenham carabao cup', 'Tottenham carling cup final', 'chelsea vs tottenham carling cup final', 'tottenham 2007 final', 'tottenham trophy 2007', 'tottenham 2007/8', 'tottenham hotspur', 'spurs', '손흥민']",2023-07-05T13:24:33Z,15140,396,0,24,PT7M12S,hd,false,Wednesday,432.0,14,0.026155878467635403,0.001585204755614267,47
l126-q8Ne5I,Special1HD,Arsenal Road to PL Victory 2003/04 ● The Invincibles,"The Invincibles ● Arsenal Road to PL Victory 2003/04

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#football#soccer#arsenal

Ignore Tags: Arsenal 2003, Arsenal 2004, Arsenal 2003/4, Arsenal  Invincibles, Thierry Henry, Henry Arsenal goals, Arsenal, Arsenal road to PL victory","['Arsenal 2003', 'Arsenal 2004', 'Arsenal 2003/4', 'Arsenal Invincibles', 'Thierry Henry', 'Henry Arsenal goals', 'Arsenal', 'Arsenal road to PL victory', 'arsenal fan tv']",2023-07-03T13:10:44Z,1896270,18104,0,752,PT25M28S,hd,false,Monday,1528.0,9,0.00954716364230832,0.00039656799928280257,52
sI61HhMSXVc,Special1HD,Spain ● Road to the Nations League Victory - 2023,"Spain● Road to the Nations League Victory - 2023

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#spain#football#soccer",[],2023-06-19T11:23:31Z,212360,3436,0,117,PT8M7S,hd,false,Monday,487.0,0,0.016180071576568093,0.0005509512149180636,49
ondVUYCze4Q,Special1HD,The day Pep Guardiola Destroyed Sir Alex Ferguson's Man United  | UCL Final 2011,"The day Pep Guardiola Destroyed Sir ALex Ferguson's Man United  | UCL Final 2011 

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#barcelona#manunited#final",[],2023-06-16T14:45:31Z,978869,11596,0,426,PT9M39S,hd,false,Friday,579.0,0,0.011846324686960156,0.00043519612941057487,80
4RC8gCxu2qU,Special1HD,The Day José Mourinho Completed Treble with Inter Milan | UCL Final 2010,"The Day José Mourinho Completed Treble with Inter Milan | UCL Final 2010

🔔 Turn notifications on and you'll never miss a video again!
📲 Subscribe for more HD football videos!

#intermilan#bayern#ucl","['mourinho', 'jose mourinho', 'inter milan', 'inter milan vs bayern 2010', 'inter vs bayern', 'ucl 2010', 'inter milan 2010', 'mourinho inter milan', 'mourinho inter final', 'milito goal vs bayern']",2023-06-10T04:41:24Z,349300,3626,0,159,PT10M3S,hd,false,Saturday,603.0,10,0.010380761523046093,0.0004551961064987117,72
